z_real,z_img,applied_voltage,sbh_weight_percent,catalyst_loading
0.22109,0.0811,0.3,5,8.8
0.23727,0.08293,0.3,5,8.8
0.24876,0.08825,0.3,5,8.8
0.27781,0.08806,0.3,5,8.8
0.29403,0.08345,0.3,5,8.8
0.31999,0.07241,0.3,5,8.8
0.32229,0.06209,0.3,5,8.8
0.32919,0.04528,0.3,5,8.8
0.3502,0.03794,0.3,5,8.8
0.35254,0.03266,0.3,5,8.8
0.34487,0.03053,0.3,5,8.8
0.33926,0.01996,0.3,5,8.8
0.3495,0.02514,0.3,5,8.8
0.30982,0.00609,0.3,5,8.8
0.33404,0.00596,0.3,5,8.8
0.10289,-0.00302,0.5,5,8.8
0.10392,-0.0031,0.5,5,8.8
0.10315,-0.00323,0.5,5,8.8
0.10455,-0.00325,0.5,5,8.8
0.10311,-0.00283,0.5,5,8.8
0.10303,-0.00293,0.5,5,8.8
0.10329,-0.00306,0.5,5,8.8
0.10527,-0.00368,0.5,5,8.8
0.10569,-0.00364,0.5,5,8.8
0.10356,-0.00301,0.5,5,8.8
0.10353,-0.00326,0.5,5,8.8
0.10739,-0.01204,0.5,5,8.8
0.11302,-0.01204,0.5,5,8.8
0.11631,-0.00889,0.5,5,8.8
0.11784,-0.00567,0.5,5,8.8
0.11857,-0.00318,0.5,5,8.8
0.11888,-0.00102,0.5,5,8.8
0.11929,3.73E-04,0.5,5,8.8
0.11983,0.00148,0.5,5,8.8
0.12044,0.00244,0.5,5,8.8
0.12105,0.00306,0.5,5,8.8
0.12184,0.00362,0.5,5,8.8
0.12285,0.00385,0.5,5,8.8
0.12309,0.00441,0.5,5,8.8
0.12397,0.00487,0.5,5,8.8
0.12452,0.00499,0.5,5,8.8
0.1255,0.00488,0.5,5,8.8
0.12596,0.00544,0.5,5,8.8
0.1271,0.00663,0.5,5,8.8
0.12806,0.00712,0.5,5,8.8
0.12934,0.00738,0.5,5,8.8
0.12973,0.00802,0.5,5,8.8
0.13048,0.00885,0.5,5,8.8
0.13127,0.01002,0.5,5,8.8
0.13303,0.01049,0.5,5,8.8
0.13447,0.01193,0.5,5,8.8
0.13658,0.01304,0.5,5,8.8
0.1366,0.01534,0.5,5,8.8
0.13956,0.01687,0.5,5,8.8
0.14244,0.02015,0.5,5,8.8
0.14514,0.0204,0.5,5,8.8
0.14899,0.02229,0.5,5,8.8
0.15255,0.02627,0.5,5,8.8
0.15553,0.02939,0.5,5,8.8
0.16313,0.03193,0.5,5,8.8
0.16684,0.03427,0.5,5,8.8
0.16966,0.03842,0.5,5,8.8
0.1756,0.04247,0.5,5,8.8
0.18347,0.05025,0.5,5,8.8
0.19081,0.05503,0.5,5,8.8
0.19641,0.06355,0.5,5,8.8
0.20869,0.07063,0.5,5,8.8
0.21776,0.08078,0.5,5,8.8
0.22924,0.08737,0.5,5,8.8
0.24809,0.10187,0.5,5,8.8
0.26641,0.10928,0.5,5,8.8
0.28195,0.11649,0.5,5,8.8
0.30308,0.12742,0.5,5,8.8
0.3289,0.13668,0.5,5,8.8
0.36337,0.1419,0.5,5,8.8
0.37334,0.13239,0.5,5,8.8
0.40429,0.12419,0.5,5,8.8
0.42415,0.1192,0.5,5,8.8
0.4526,0.12063,0.5,5,8.8
0.4541,0.10285,0.5,5,8.8
0.4876,0.09344,0.5,5,8.8
0.48929,0.07876,0.5,5,8.8
0.49654,0.06493,0.5,5,8.8
0.4972,0.03387,0.5,5,8.8
0.50002,0.02738,0.5,5,8.8
0.06293,0.00763,0.7,5,8.8
0.06174,0.00767,0.7,5,8.8
0.06351,0.00734,0.7,5,8.8
0.06175,0.00799,0.7,5,8.8
0.06293,0.00763,0.7,5,8.8
0.06118,0.00808,0.7,5,8.8
0.06146,0.00799,0.7,5,8.8
0.0615,0.00807,0.7,5,8.8
0.06277,0.00852,0.7,5,8.8
0.06171,0.00792,0.7,5,8.8
0.0615,0.00731,0.7,5,8.8
0.07,-0.01082,0.7,5,8.8
0.08186,-0.01272,0.7,5,8.8
0.08335,0,0.7,5,8.8
0.07831,-0.00677,0.7,5,8.8
0.08462,-0.00907,0.7,5,8.8
0.08529,0.00424,0.7,5,8.8
0.07367,0.00512,0.7,5,8.8
0.08108,0.0096,0.7,5,8.8
0.08145,0.00222,0.7,5,8.8
0.07235,0,0.7,5,8.8
0.08717,0.00466,0.7,5,8.8
0.08237,-0.00123,0.7,5,8.8
0.08203,0.00721,0.7,5,8.8
0.08121,-0.00138,0.7,5,8.8
0.09623,0.00647,0.7,5,8.8
0.09579,0.01556,0.7,5,8.8
0.08256,0.00563,0.7,5,8.8
0.08618,0.01375,0.7,5,8.8
0.09159,0.00837,0.7,5,8.8
0.09039,0.01903,0.7,5,8.8
0.08591,0.00619,0.7,5,8.8
0.08517,0.01666,0.7,5,8.8
0.09683,0.01635,0.7,5,8.8
0.08628,0.01138,0.7,5,8.8
0.10151,0.01285,0.7,5,8.8
0.0994,0.02089,0.7,5,8.8
0.09334,0.01064,0.7,5,8.8
0.11001,0.01116,0.7,5,8.8
0.10937,0.01626,0.7,5,8.8
0.10832,0.02027,0.7,5,8.8
0.12844,0.03041,0.7,5,8.8
0.12517,0.02484,0.7,5,8.8
0.13696,0.03739,0.7,5,8.8
0.14091,0.02717,0.7,5,8.8
0.14051,0.02975,0.7,5,8.8
0.15817,0.04797,0.7,5,8.8
0.15817,0.04797,0.7,5,8.8
0.17518,0.0491,0.7,5,8.8
0.17518,0.0491,0.7,5,8.8
0.19233,0.06797,0.7,5,8.8
0.19233,0.06797,0.7,5,8.8
0.20992,0.08524,0.7,5,8.8
0.22657,0.08714,0.7,5,8.8
0.244,0.10457,0.7,5,8.8
0.26143,0.122,0.7,5,8.8
0.27886,0.122,0.7,5,8.8
0.29629,0.13943,0.7,5,8.8
0.33115,0.15686,0.7,5,8.8
0.34858,0.15686,0.7,5,8.8
0.38343,0.17429,0.7,5,8.8
0.41829,0.17429,0.7,5,8.8
0.45315,0.17429,0.7,5,8.8
0.47058,0.17429,0.7,5,8.8
0.50543,0.17429,0.7,5,8.8
0.54029,0.17429,0.7,5,8.8
0.57515,0.15686,0.7,5,8.8
0.122,0.08714,0.7,5,8.8
0.74944,0.13943,0.7,5,8.8
0.04857,0.00111,0.3,5,17.7
0.05169,-0.00563,0.3,5,17.7
0.05622,-0.00582,0.3,5,17.7
0.05896,-0.00376,0.3,5,17.7
0.06033,-0.00151,0.3,5,17.7
0.06104,1.57E-04,0.3,5,17.7
0.06181,0.00154,0.3,5,17.7
0.06249,0.00257,0.3,5,17.7
0.06321,0.00315,0.3,5,17.7
0.06411,0.00381,0.3,5,17.7
0.06489,0.00414,0.3,5,17.7
0.06562,0.00434,0.3,5,17.7
0.06636,0.00451,0.3,5,17.7
0.0669,0.00454,0.3,5,17.7
0.0676,0.00458,0.3,5,17.7
0.0682,0.00463,0.3,5,17.7
0.06888,0.00447,0.3,5,17.7
0.06943,0.005,0.3,5,17.7
0.07005,0.00514,0.3,5,17.7
0.07059,0.00527,0.3,5,17.7
0.07151,0.00576,0.3,5,17.7
0.07196,0.0061,0.3,5,17.7
0.07302,0.00639,0.3,5,17.7
0.074,0.00765,0.3,5,17.7
0.07457,0.00763,0.3,5,17.7
0.07545,0.00907,0.3,5,17.7
0.0767,0.00968,0.3,5,17.7
0.0784,0.01073,0.3,5,17.7
0.07984,0.01179,0.3,5,17.7
0.08144,0.0137,0.3,5,17.7
0.08345,0.01415,0.3,5,17.7
0.08648,0.01538,0.3,5,17.7
0.08851,0.01709,0.3,5,17.7
0.09123,0.01858,0.3,5,17.7
0.09455,0.01919,0.3,5,17.7
0.09843,0.02114,0.3,5,17.7
0.10099,0.02286,0.3,5,17.7
0.10386,0.0247,0.3,5,17.7
0.1059,0.02778,0.3,5,17.7
0.11045,0.03005,0.3,5,17.7
0.11313,0.03558,0.3,5,17.7
0.11662,0.03822,0.3,5,17.7
0.11964,0.04351,0.3,5,17.7
0.12602,0.04968,0.3,5,17.7
0.13079,0.06011,0.3,5,17.7
0.13318,0.06818,0.3,5,17.7
0.15414,0.07869,0.3,5,17.7
0.16343,0.09619,0.3,5,17.7
0.17002,0.10526,0.3,5,17.7
0.19037,0.12566,0.3,5,17.7
0.208,0.14255,0.3,5,17.7
0.2304,0.16063,0.3,5,17.7
0.28014,0.17225,0.3,5,17.7
0.30791,0.17219,0.3,5,17.7
0.36627,0.17937,0.3,5,17.7
0.36979,0.15734,0.3,5,17.7
0.41492,0.12819,0.3,5,17.7
0.43505,0.12411,0.3,5,17.7
0.45821,0.10947,0.3,5,17.7
0.45814,0.0951,0.3,5,17.7
0.46117,0.04815,0.3,5,17.7
0.46011,0.03696,0.3,5,17.7
0.04354,0.00584,0.5,5,17.7
0.05021,-0.00649,0.5,5,17.7
0.05775,-0.00616,0.5,5,17.7
0.06055,-0.0048,0.5,5,17.7
0.06257,-0.00185,0.5,5,17.7
0.06387,2.89E-04,0.5,5,17.7
0.06453,0.0019,0.5,5,17.7
0.06501,0.00317,0.5,5,17.7
0.06596,0.00407,0.5,5,17.7
0.06673,0.00483,0.5,5,17.7
0.06761,0.00497,0.5,5,17.7
0.06846,0.00526,0.5,5,17.7
0.06942,0.00565,0.5,5,17.7
0.07015,0.00559,0.5,5,17.7
0.07105,0.00534,0.5,5,17.7
0.0717,0.00595,0.5,5,17.7
0.07248,0.00611,0.5,5,17.7
0.07335,0.00604,0.5,5,17.7
0.07444,0.00652,0.5,5,17.7
0.07566,0.00723,0.5,5,17.7
0.07563,0.00822,0.5,5,17.7
0.07704,0.00828,0.5,5,17.7
0.07807,0.00955,0.5,5,17.7
0.07941,0.0104,0.5,5,17.7
0.08016,0.0105,0.5,5,17.7
0.08222,0.01203,0.5,5,17.7
0.08414,0.01357,0.5,5,17.7
0.08577,0.01486,0.5,5,17.7
0.08746,0.01679,0.5,5,17.7
0.09073,0.01826,0.5,5,17.7
0.0939,0.02,0.5,5,17.7
0.09721,0.02113,0.5,5,17.7
0.10084,0.02278,0.5,5,17.7
0.10409,0.02469,0.5,5,17.7
0.10986,0.02549,0.5,5,17.7
0.11344,0.02715,0.5,5,17.7
0.1173,0.02903,0.5,5,17.7
0.12227,0.03123,0.5,5,17.7
0.12636,0.03374,0.5,5,17.7
0.13111,0.03602,0.5,5,17.7
0.13553,0.04063,0.5,5,17.7
0.13952,0.045,0.5,5,17.7
0.14372,0.05098,0.5,5,17.7
0.15049,0.05672,0.5,5,17.7
0.15794,0.06442,0.5,5,17.7
0.16081,0.07543,0.5,5,17.7
0.17091,0.08574,0.5,5,17.7
0.18412,0.10285,0.5,5,17.7
0.18822,0.11745,0.5,5,17.7
0.20688,0.14043,0.5,5,17.7
0.21532,0.16494,0.5,5,17.7
0.23213,0.18966,0.5,5,17.7
0.29011,0.22063,0.5,5,17.7
0.31898,0.24651,0.5,5,17.7
0.36488,0.27642,0.5,5,17.7
0.40399,0.30552,0.5,5,17.7
0.47738,0.30679,0.5,5,17.7
0.53616,0.29885,0.5,5,17.7
0.59126,0.29333,0.5,5,17.7
0.62232,0.27435,0.5,5,17.7
0.66787,0.24064,0.5,5,17.7
0.66729,0.17795,0.5,5,17.7
0.67592,0.13712,0.5,5,17.7
0.04405,0.01092,0.7,5,17.7
0.05283,-0.00731,0.7,5,17.7
0.06435,-0.00824,0.7,5,17.7
0.07028,-0.00662,0.7,5,17.7
0.06157,0.00274,0.7,5,17.7
0.06608,-0.00632,0.7,5,17.7
0.06318,0.01607,0.7,5,17.7
0.07144,0.00508,0.7,5,17.7
0.06725,-0.00118,0.7,5,17.7
0.06612,0.01135,0.7,5,17.7
0.07048,2.59E-04,0.7,5,17.7
0.06938,0.00973,0.7,5,17.7
0.06496,0.00246,0.7,5,17.7
0.07935,0.00726,0.7,5,17.7
0.07922,-6.55E-04,0.7,5,17.7
0.07805,0.0064,0.7,5,17.7
0.07751,0.01356,0.7,5,17.7
0.07645,0.02175,0.7,5,17.7
0.08309,0.01456,0.7,5,17.7
0.0665,0.01641,0.7,5,17.7
0.07379,0.01013,0.7,5,17.7
0.08376,0.00723,0.7,5,17.7
0.08216,0.01752,0.7,5,17.7
0.08382,0.00323,0.7,5,17.7
0.08342,0.01247,0.7,5,17.7
0.08227,0.01971,0.7,5,17.7
0.09131,0.00511,0.7,5,17.7
0.09087,0.011,0.7,5,17.7
0.08964,0.01516,0.7,5,17.7
0.10548,0.01634,0.7,5,17.7
0.1054,0.02012,0.7,5,17.7
0.10422,0.02286,0.7,5,17.7
0.11986,0.0289,0.7,5,17.7
0.12416,0.0306,0.7,5,17.7
0.12023,0.02755,0.7,5,17.7
0.13676,0.02909,0.7,5,17.7
0.13676,0.02909,0.7,5,17.7
0.13653,0.03031,0.7,5,17.7
0.15325,0.03122,0.7,5,17.7
0.15325,0.03122,0.7,5,17.7
0.15298,0.03258,0.7,5,17.7
0.1701,0.04939,0.7,5,17.7
0.16966,0.0509,0.7,5,17.7
0.16966,0.0509,0.7,5,17.7
0.16966,0.06786,0.7,5,17.7
0.18663,0.06786,0.7,5,17.7
0.18663,0.08483,0.7,5,17.7
0.20359,0.08483,0.7,5,17.7
0.20359,0.1018,0.7,5,17.7
0.22056,0.13573,0.7,5,17.7
0.22056,0.15269,0.7,5,17.7
0.25449,0.18663,0.7,5,17.7
0.28842,0.20359,0.7,5,17.7
0.30539,0.23753,0.7,5,17.7
0.33932,0.28842,0.7,5,17.7
0.39022,0.32236,0.7,5,17.7
0.45808,0.35629,0.7,5,17.7
0.52595,0.39022,0.7,5,17.7
