z_real,z_img,applied_voltage,sbh_weight_percent,catalyst_loading
0.49219,0.05133,0.5,8,4.4
0.49797,0.0452,0.5,8,4.4
0.49816,0.03431,0.5,8,4.4
0.51416,0.03213,0.5,8,4.4
0.50482,0.02397,0.5,8,4.4
0.50808,0.01379,0.5,8,4.4
0.50866,0.01021,0.5,8,4.4
0.50816,0.01314,0.5,8,4.4
0.50175,0.0057,0.5,8,4.4
0.51101,3.72E-04,0.5,8,4.4
0.09341,0.04459,0.7,8,4.4
0.09171,0.04377,0.7,8,4.4
0.09356,0.04515,0.7,8,4.4
0.0967,0.04699,0.7,8,4.4
0.09279,0.04434,0.7,8,4.4
0.09584,0.04575,0.7,8,4.4
0.09273,0.04395,0.7,8,4.4
0.09584,0.04575,0.7,8,4.4
0.0959,0.04848,0.7,8,4.4
0.09215,0.04503,0.7,8,4.4
0.09266,0.04576,0.7,8,4.4
0.11878,-0.0124,0.7,8,4.4
0.15334,-0.01964,0.7,8,4.4
0.16387,-0.01111,0.7,8,4.4
0.11073,-0.00901,0.7,8,4.4
0.14236,-0.01424,0.7,8,4.4
0.13686,0.03079,0.7,8,4.4
0.14197,0.02493,0.7,8,4.4
0.1637,0.02417,0.7,8,4.4
0.16116,-0.01047,0.7,8,4.4
0.16206,0.01165,0.7,8,4.4
0.14048,-0.00826,0.7,8,4.4
0.14182,0.00525,0.7,8,4.4
0.18458,0.01049,0.7,8,4.4
0.18108,0.02353,0.7,8,4.4
0.17748,-0.01238,0.7,8,4.4
0.17834,0,0.7,8,4.4
0.17796,0.00828,0.7,8,4.4
0.19548,0.01504,0.7,8,4.4
0.19345,0.0248,0.7,8,4.4
0.21217,0.03838,0.7,8,4.4
0.1862,0.0539,0.7,8,4.4
0.1813,0.0686,0.7,8,4.4
0.19172,0.0426,0.7,8,4.4
0.21042,0.02338,0.7,8,4.4
0.20299,0.04511,0.7,8,4.4
0.22684,0.03634,0.7,8,4.4
0.25116,0.03349,0.7,8,4.4
0.24417,0.06208,0.7,8,4.4
0.25126,0.02444,0.7,8,4.4
0.284,0.05663,0.7,8,4.4
0.28281,0.05483,0.7,8,4.4
0.30017,0.06704,0.7,8,4.4
0.31502,0.07151,0.7,8,4.4
0.33002,0.07721,0.7,8,4.4
0.3355,0.08606,0.7,8,4.4
0.34943,0.09675,0.7,8,4.4
0.3478,0.10462,0.7,8,4.4
0.38835,0.11055,0.7,8,4.4
0.38835,0.11055,0.7,8,4.4
0.4202,0.15758,0.7,8,4.4
0.46186,0.15667,0.7,8,4.4
0.51572,0.20156,0.7,8,4.4
0.54181,0.20839,0.7,8,4.4
0.59645,0.25562,0.7,8,4.4
0.63906,0.25562,0.7,8,4.4
0.72426,0.25562,0.7,8,4.4
0.76687,0.25562,0.7,8,4.4
0.80947,0.25562,0.7,8,4.4
0.86779,0.25031,0.7,8,4.4
0.87523,0.20839,0.7,8,4.4
0.92567,0.19919,0.7,8,4.4
0.95378,0.175,0.7,8,4.4
0.08313,-0.00127,0.3,1,8.8
0.08281,-0.00136,0.3,1,8.8
0.08315,-0.00146,0.3,1,8.8
0.08396,-0.0013,0.3,1,8.8
0.08305,-0.00138,0.3,1,8.8
0.08456,-0.00179,0.3,1,8.8
0.08305,-0.00138,0.3,1,8.8
0.08299,-0.00141,0.3,1,8.8
0.08278,-0.00108,0.3,1,8.8
0.08279,-0.00117,0.3,1,8.8
0.08279,-0.00117,0.3,1,8.8
0.08635,-0.01025,0.3,1,8.8
0.09136,-0.0103,0.3,1,8.8
0.0943,-0.00763,0.3,1,8.8
0.09559,-0.00449,0.3,1,8.8
0.09614,-0.00213,0.3,1,8.8
0.0966,-3.30E-05,0.3,1,8.8
0.09697,0.00141,0.3,1,8.8
0.09749,0.00282,0.3,1,8.8
0.09814,0.00406,0.3,1,8.8
0.09907,0.00506,0.3,1,8.8
0.09988,0.006,0.3,1,8.8
0.10095,0.00655,0.3,1,8.8
0.10239,0.00771,0.3,1,8.8
0.10354,0.00822,0.3,1,8.8
0.10496,0.00909,0.3,1,8.8
0.10623,0.00917,0.3,1,8.8
0.10763,0.01012,0.3,1,8.8
0.10925,0.01035,0.3,1,8.8
0.11099,0.01057,0.3,1,8.8
0.11271,0.01063,0.3,1,8.8
0.11426,0.01146,0.3,1,8.8
0.11582,0.01183,0.3,1,8.8
0.11714,0.01228,0.3,1,8.8
0.11887,0.01334,0.3,1,8.8
0.12033,0.0146,0.3,1,8.8
0.12201,0.01523,0.3,1,8.8
0.1248,0.01656,0.3,1,8.8
0.1265,0.01807,0.3,1,8.8
0.12933,0.01954,0.3,1,8.8
0.13232,0.02193,0.3,1,8.8
0.1365,0.02371,0.3,1,8.8
0.13928,0.02603,0.3,1,8.8
0.14206,0.02836,0.3,1,8.8
0.14675,0.02999,0.3,1,8.8
0.15304,0.0315,0.3,1,8.8
0.1558,0.0357,0.3,1,8.8
0.16227,0.03832,0.3,1,8.8
0.16338,0.04247,0.3,1,8.8
0.17204,0.05057,0.3,1,8.8
0.1899,0.05449,0.3,1,8.8
0.18279,0.06492,0.3,1,8.8
0.19513,0.06778,0.3,1,8.8
0.2059,0.09065,0.3,1,8.8
0.21922,0.09364,0.3,1,8.8
0.25055,0.11186,0.3,1,8.8
0.24566,0.13214,0.3,1,8.8
0.25826,0.15254,0.3,1,8.8
0.27573,0.15657,0.3,1,8.8
0.33823,0.17054,0.3,1,8.8
0.35199,0.15844,0.3,1,8.8
0.38553,0.15479,0.3,1,8.8
0.44023,0.13574,0.3,1,8.8
0.43788,0.11367,0.3,1,8.8
0.48354,0.11085,0.3,1,8.8
0.46942,0.10819,0.3,1,8.8
0.47098,0.08107,0.3,1,8.8
0.48309,0.07092,0.3,1,8.8
0.50188,0.05301,0.3,1,8.8
0.50285,0.04467,0.3,1,8.8
0.43244,0.01874,0.3,1,8.8
0.37916,0.03987,0.3,1,8.8
0.16898,-0.038,0.3,1,8.8
0.06499,0.01179,0.5,1,8.8
0.06721,0.01207,0.5,1,8.8
0.0658,0.012,0.5,1,8.8
0.06729,0.0116,0.5,1,8.8
0.06532,0.01223,0.5,1,8.8
0.06714,0.01255,0.5,1,8.8
0.06483,0.01174,0.5,1,8.8
0.06654,0.01172,0.5,1,8.8
0.06514,0.01274,0.5,1,8.8
0.06674,0.012,0.5,1,8.8
0.06548,0.01209,0.5,1,8.8
0.07682,-0.01298,0.5,1,8.8
0.0907,-0.01507,0.5,1,8.8
0.08421,-0.011,0.5,1,8.8
0.08056,0.00287,0.5,1,8.8
0.08624,-0.00882,0.5,1,8.8
0.08737,-9.37E-04,0.5,1,8.8
0.0936,0.00596,0.5,1,8.8
0.0884,-0.00272,0.5,1,8.8
0.08644,0.0133,0.5,1,8.8
0.09171,-0.00132,0.5,1,8.8
0.09096,0.0105,0.5,1,8.8
0.08443,6.56E-04,0.5,1,8.8
0.10504,0.006,0.5,1,8.8
0.10278,-0.00553,0.5,1,8.8
0.10303,0.00222,0.5,1,8.8
0.10298,0.01119,0.5,1,8.8
0.10137,0.02005,0.5,1,8.8
0.10341,0.02886,0.5,1,8.8
0.10937,0.0193,0.5,1,8.8
0.10641,0.03136,0.5,1,8.8
0.09599,0.01322,0.5,1,8.8
0.10877,0.00844,0.5,1,8.8
0.10617,0.02128,0.5,1,8.8
0.12116,0.02069,0.5,1,8.8
0.10771,0.01454,0.5,1,8.8
0.12558,0.01674,0.5,1,8.8
0.1245,0.02579,0.5,1,8.8
0.11624,0.01229,0.5,1,8.8
0.14097,0.03035,0.5,1,8.8
0.13578,0.02066,0.5,1,8.8
0.13416,0.02528,0.5,1,8.8
0.15676,0.03908,0.5,1,8.8
0.16436,0.04365,0.5,1,8.8
0.17644,0.03154,0.5,1,8.8
0.17619,0.03356,0.5,1,8.8
0.19765,0.03459,0.5,1,8.8
0.19583,0.05802,0.5,1,8.8
0.19522,0.06024,0.5,1,8.8
0.19746,0.06087,0.5,1,8.8
0.21611,0.0622,0.5,1,8.8
0.23789,0.08349,0.5,1,8.8
0.23789,0.08349,0.5,1,8.8
0.25849,0.10771,0.5,1,8.8
0.25849,0.12925,0.5,1,8.8
0.25849,0.15079,0.5,1,8.8
0.25849,0.15079,0.5,1,8.8
0.30158,0.19387,0.5,1,8.8
0.34466,0.23695,0.5,1,8.8
0.39272,0.27301,0.5,1,8.8
0.45237,0.32312,0.5,1,8.8
0.49545,0.3662,0.5,1,8.8
0.55647,0.40605,0.5,1,8.8
0.67222,0.3859,0.5,1,8.8
0.79342,0.39048,0.5,1,8.8
0.81745,0.34648,0.5,1,8.8
0.92627,0.30158,0.5,1,8.8
0.99073,0.27624,0.5,1,8.8
0.90473,0.17233,0.5,1,8.8
0.03573,0.03294,0.7,1,8.8
0.03629,0.03306,0.7,1,8.8
0.03711,0.0337,0.7,1,8.8
0.03736,0.03308,0.7,1,8.8
0.03728,0.03278,0.7,1,8.8
0.03556,0.03291,0.7,1,8.8
0.03803,0.03386,0.7,1,8.8
0.03662,0.03466,0.7,1,8.8
0.03657,0.03407,0.7,1,8.8
0.03611,0.0333,0.7,1,8.8
0.03536,0.03332,0.7,1,8.8
0.05959,-0.01693,0.7,1,8.8
0.08505,-0.02375,0.7,1,8.8
0.09458,-0.01706,0.7,1,8.8
0.0962,-0.00777,0.7,1,8.8
0.08238,-0.00895,0.7,1,8.8
0.07885,0.01886,0.7,1,8.8
0.08946,0.00334,0.7,1,8.8
0.08695,0.02472,0.7,1,8.8
0.08685,-0.01542,0.7,1,8.8
0.08788,-0.00242,0.7,1,8.8
0.08815,0.00735,0.7,1,8.8
0.07578,-0.02096,0.7,1,8.8
0.07717,-0.01447,0.7,1,8.8
0.07865,-0.00983,0.7,1,8.8
0.07796,-0.00477,0.7,1,8.8
0.07825,0,0.7,1,8.8
0.11694,0.00716,0.7,1,8.8
0.08603,0.00978,0.7,1,8.8
0.11699,0.0209,0.7,1,8.8
0.12204,0.01864,0.7,1,8.8
0.08062,0.02625,0.7,1,8.8
0.07578,0.03428,0.7,1,8.8
0.12495,0.02252,0.7,1,8.8
0.1277,0.02603,0.7,1,8.8
0.08794,0.02638,0.7,1,8.8
0.13545,0.03108,0.7,1,8.8
0.10819,0.02227,0.7,1,8.8
0.10422,0.03267,0.7,1,8.8
0.13622,0.02709,0.7,1,8.8
0.15487,0.04865,0.7,1,8.8
0.12882,0.04671,0.7,1,8.8
0.17502,0.05987,0.7,1,8.8
0.18749,0.067,0.7,1,8.8
0.20511,0.06716,0.7,1,8.8
0.19347,0.05622,0.7,1,8.8
0.23047,0.07836,0.7,1,8.8
0.22918,0.0617,0.7,1,8.8
0.22815,0.06624,0.7,1,8.8
0.26568,0.06476,0.7,1,8.8
0.26451,0.07,0.7,1,8.8
0.26525,0.10757,0.7,1,8.8
0.30283,0.10684,0.7,1,8.8
0.30073,0.11277,0.7,1,8.8
0.30073,0.15037,0.7,1,8.8
0.33832,0.15037,0.7,1,8.8
0.33553,0.19862,0.7,1,8.8
0.34186,0.22752,0.7,1,8.8
0.38156,0.2739,0.7,1,8.8
0.41351,0.30073,0.7,1,8.8
0.4511,0.37592,0.7,1,8.8
0.48869,0.41351,0.7,1,8.8
0.56387,0.52628,0.7,1,8.8
0.6118,0.6346,0.7,1,8.8
0.72555,0.68963,0.7,1,8.8
0.88718,0.76865,0.7,1,8.8
1.0397,0.8174,0.7,1,8.8
1.1494,0.89436,0.7,1,8.8
1.4475,1.0309,0.7,1,8.8
0.12256,-0.00851,0.3,3,8.8
0.12228,-0.00852,0.3,3,8.8
0.12259,-0.00831,0.3,3,8.8
0.12261,-0.00828,0.3,3,8.8
0.12253,-0.00832,0.3,3,8.8
0.1224,-0.00838,0.3,3,8.8
0.1224,-0.00849,0.3,3,8.8
0.12253,-0.00855,0.3,3,8.8
0.12241,-0.00829,0.3,3,8.8
0.12224,-0.00842,0.3,3,8.8
0.12222,-0.00832,0.3,3,8.8
0.12352,-0.01223,0.3,3,8.8
0.12612,-0.01117,0.3,3,8.8
0.12774,-0.00832,0.3,3,8.8
0.12846,-0.00561,0.3,3,8.8
0.12891,-0.00315,0.3,3,8.8
0.12923,-0.00117,0.3,3,8.8
0.12962,5.00E-04,0.3,3,8.8
0.13009,0.00187,0.3,3,8.8
0.13088,0.00313,0.3,3,8.8
0.13163,0.00434,0.3,3,8.8
0.1326,0.00552,0.3,3,8.8
0.13375,0.0064,0.3,3,8.8
0.13484,0.00742,0.3,3,8.8
0.13626,0.00844,0.3,3,8.8
0.13755,0.00931,0.3,3,8.8
0.13923,0.01006,0.3,3,8.8
0.141,0.01053,0.3,3,8.8
0.14284,0.01133,0.3,3,8.8
0.1447,0.01178,0.3,3,8.8
0.14636,0.01193,0.3,3,8.8
0.14848,0.01263,0.3,3,8.8
0.15025,0.01273,0.3,3,8.8
0.15195,0.01322,0.3,3,8.8
0.15402,0.01364,0.3,3,8.8
0.15587,0.01417,0.3,3,8.8
0.15778,0.01467,0.3,3,8.8
0.15959,0.01574,0.3,3,8.8
0.16171,0.01692,0.3,3,8.8
0.16398,0.01844,0.3,3,8.8
0.16738,0.01962,0.3,3,8.8
0.16947,0.02073,0.3,3,8.8
0.17301,0.02265,0.3,3,8.8
0.17695,0.02475,0.3,3,8.8
0.18066,0.02635,0.3,3,8.8
0.18596,0.02838,0.3,3,8.8
0.18803,0.03172,0.3,3,8.8
0.19324,0.03511,0.3,3,8.8
0.19619,0.03864,0.3,3,8.8
0.21001,0.04239,0.3,3,8.8
0.20908,0.04845,0.3,3,8.8
0.2166,0.05484,0.3,3,8.8
0.22587,0.06449,0.3,3,8.8
0.24115,0.0684,0.3,3,8.8
0.25382,0.07833,0.3,3,8.8
0.26686,0.08092,0.3,3,8.8
0.2859,0.08983,0.3,3,8.8
0.30404,0.08661,0.3,3,8.8
0.3068,0.08408,0.3,3,8.8
0.33575,0.08263,0.3,3,8.8
0.35714,0.0747,0.3,3,8.8
0.36207,0.05805,0.3,3,8.8
0.37337,0.05552,0.3,3,8.8
0.38308,0.04367,0.3,3,8.8
0.37519,0.04149,0.3,3,8.8
0.3955,0.03205,0.3,3,8.8
0.39014,0.02379,0.3,3,8.8
0.3916,0.01255,0.3,3,8.8
0.11202,-0.00445,0.5,3,8.8
0.11009,-0.00377,0.5,3,8.8
0.11171,-0.00437,0.5,3,8.8
0.10996,-0.00374,0.5,3,8.8
0.10988,-0.0037,0.5,3,8.8
0.11275,-0.00448,0.5,3,8.8
0.12526,-0.00506,0.5,3,8.8
0.12565,-0.00481,0.5,3,8.8
0.12347,-0.00457,0.5,3,8.8
0.12576,-0.00491,0.5,3,8.8
0.1234,-0.00494,0.5,3,8.8
0.12683,-0.01335,0.5,3,8.8
0.13194,-0.01315,0.5,3,8.8
0.13508,-0.00977,0.5,3,8.8
0.13642,-0.00638,0.5,3,8.8
0.13692,-0.00358,0.5,3,8.8
0.13736,-0.00139,0.5,3,8.8
0.13758,4.77E-04,0.5,3,8.8
0.1382,0.00217,0.5,3,8.8
0.13899,0.00335,0.5,3,8.8
0.13961,0.00447,0.5,3,8.8
0.14071,0.00573,0.5,3,8.8
0.14177,0.00702,0.5,3,8.8
0.14306,0.0075,0.5,3,8.8
0.1441,0.00856,0.5,3,8.8
0.14578,0.00927,0.5,3,8.8
0.14738,0.00956,0.5,3,8.8
0.14946,0.01045,0.5,3,8.8
0.1506,0.01083,0.5,3,8.8
0.15245,0.01114,0.5,3,8.8
0.15416,0.01214,0.5,3,8.8
0.15581,0.01206,0.5,3,8.8
0.15736,0.01258,0.5,3,8.8
0.15894,0.01368,0.5,3,8.8
0.16089,0.01462,0.5,3,8.8
0.1633,0.01505,0.5,3,8.8
0.16468,0.01639,0.5,3,8.8
0.16687,0.01778,0.5,3,8.8
0.1693,0.0194,0.5,3,8.8
0.17247,0.02181,0.5,3,8.8
0.17569,0.02322,0.5,3,8.8
0.18045,0.02491,0.5,3,8.8
0.18389,0.02713,0.5,3,8.8
0.18808,0.03005,0.5,3,8.8
0.19373,0.03112,0.5,3,8.8
0.20065,0.03407,0.5,3,8.8
0.20509,0.03737,0.5,3,8.8
0.21198,0.04224,0.5,3,8.8
0.21797,0.04979,0.5,3,8.8
0.2214,0.05187,0.5,3,8.8
0.22662,0.05873,0.5,3,8.8
0.23651,0.06577,0.5,3,8.8
0.24481,0.07564,0.5,3,8.8
0.26054,0.08074,0.5,3,8.8
0.27728,0.09087,0.5,3,8.8
0.2922,0.09756,0.5,3,8.8
0.30998,0.10612,0.5,3,8.8
0.3298,0.11088,0.5,3,8.8
0.34849,0.11399,0.5,3,8.8
0.37058,0.11518,0.5,3,8.8
0.3902,0.11776,0.5,3,8.8
0.41906,0.11413,0.5,3,8.8
0.43855,0.11161,0.5,3,8.8
0.45251,0.11071,0.5,3,8.8
0.47227,0.10088,0.5,3,8.8
0.48462,0.08844,0.5,3,8.8
0.49408,0.07981,0.5,3,8.8
0.51227,0.06821,0.5,3,8.8
0.52963,0.05141,0.5,3,8.8
0.0944,0.00344,0.7,3,8.8
0.09762,0.0034,0.7,3,8.8
0.09446,0.00304,0.7,3,8.8
0.09613,0.00403,0.7,3,8.8
0.09448,0.00356,0.7,3,8.8
0.09762,0.0034,0.7,3,8.8
0.09413,0.00383,0.7,3,8.8
0.09606,0.00445,0.7,3,8.8
0.09429,0.00405,0.7,3,8.8
0.09738,0.00358,0.7,3,8.8
0.09424,0.00374,0.7,3,8.8
0.10571,-0.01749,0.7,3,8.8
0.11658,-0.0179,0.7,3,8.8
0.12072,-0.014,0.7,3,8.8
0.11639,-8.31E-04,0.7,3,8.8
0.11477,-0.01275,0.7,3,8.8
0.11418,0.00831,0.7,3,8.8
0.10844,-0.00126,0.7,3,8.8
0.11845,0.00989,0.7,3,8.8
0.11717,0.00613,0.7,3,8.8
0.107,0.00777,0.7,3,8.8
0.11545,-0.00209,0.7,3,8.8
0.11135,-0.00631,0.7,3,8.8
0.11012,0.00462,0.7,3,8.8
0.12763,-0.00486,0.7,3,8.8
0.12874,0.00619,0.7,3,8.8
0.12793,0.01739,0.7,3,8.8
0.13043,0.01072,0.7,3,8.8
0.1159,0.01642,0.7,3,8.8
0.12146,0.01125,0.7,3,8.8
0.13011,0.00887,0.7,3,8.8
0.12829,0.02494,0.7,3,8.8
0.12423,0.0129,0.7,3,8.8
0.13708,0.01589,0.7,3,8.8
0.12451,0.01439,0.7,3,8.8
0.13943,0.01743,0.7,3,8.8
0.13092,0.01141,0.7,3,8.8
0.1476,0.01565,0.7,3,8.8
0.14567,0.02349,0.7,3,8.8
0.14443,0.031,0.7,3,8.8
0.16039,0.01473,0.7,3,8.8
0.15891,0.01967,0.7,3,8.8
0.17397,0.03523,0.7,3,8.8
0.18066,0.03786,0.7,3,8.8
0.1778,0.02824,0.7,3,8.8
0.1949,0.03086,0.7,3,8.8
0.19465,0.03283,0.7,3,8.8
0.214,0.03225,0.7,3,8.8
0.2141,0.05377,0.7,3,8.8
0.2141,0.05377,0.7,3,8.8
0.23295,0.05574,0.7,3,8.8
0.23314,0.07511,0.7,3,8.8
0.25251,0.07491,0.7,3,8.8
0.27111,0.09683,0.7,3,8.8
0.27111,0.11619,0.7,3,8.8
0.29048,0.11619,0.7,3,8.8
0.32921,0.13556,0.7,3,8.8
0.35616,0.14795,0.7,3,8.8
0.39515,0.16126,0.7,3,8.8
0.42604,0.15492,0.7,3,8.8
0.4454,0.15492,0.7,3,8.8
0.48413,0.17429,0.7,3,8.8
0.52286,0.15492,0.7,3,8.8
0.52286,0.17429,0.7,3,8.8
0.56159,0.17429,0.7,3,8.8
0.58096,0.15492,0.7,3,8.8
0.63198,0.16965,0.7,3,8.8
0.65808,0.16405,0.7,3,8.8
0.68165,0.15086,0.7,3,8.8
0.69715,0.13556,0.7,3,8.8
0.71652,0.11619,0.7,3,8.8
0.04401,-0.00472,0.3,5,8.8
0.04396,-0.00466,0.3,5,8.8
0.04397,-0.00468,0.3,5,8.8
0.04396,-0.00472,0.3,5,8.8
0.04391,-0.00472,0.3,5,8.8
0.04389,-0.00463,0.3,5,8.8
0.04401,-0.00465,0.3,5,8.8
0.04398,-0.00465,0.3,5,8.8
0.04397,-0.00469,0.3,5,8.8
0.04395,-0.00468,0.3,5,8.8
0.04393,-0.00459,0.3,5,8.8
0.04495,-0.00641,0.3,5,8.8
0.04684,-0.00553,0.3,5,8.8
0.04806,-0.00372,0.3,5,8.8
0.0487,-0.00194,0.3,5,8.8
0.0491,-4.07E-04,0.3,5,8.8
0.04943,9.26E-04,0.3,5,8.8
0.0498,0.00201,0.3,5,8.8
0.05033,0.00301,0.3,5,8.8
0.05082,0.00399,0.3,5,8.8
0.05162,0.0049,0.3,5,8.8
0.05227,0.00586,0.3,5,8.8
0.05308,0.00691,0.3,5,8.8
0.05388,0.00793,0.3,5,8.8
0.05503,0.009,0.3,5,8.8
0.05613,0.01031,0.3,5,8.8
0.05749,0.01179,0.3,5,8.8
0.05885,0.01341,0.3,5,8.8
0.06045,0.01503,0.3,5,8.8
0.06247,0.01696,0.3,5,8.8
0.06473,0.01911,0.3,5,8.8
0.06749,0.02154,0.3,5,8.8
0.07051,0.02409,0.3,5,8.8
0.07418,0.02662,0.3,5,8.8
0.07828,0.02924,0.3,5,8.8
0.08305,0.03177,0.3,5,8.8
0.08804,0.03441,0.3,5,8.8
0.0937,0.03704,0.3,5,8.8
0.09933,0.03936,0.3,5,8.8
0.10544,0.04205,0.3,5,8.8
0.11167,0.04449,0.3,5,8.8
0.11833,0.04807,0.3,5,8.8
0.12666,0.05199,0.3,5,8.8
0.13593,0.05617,0.3,5,8.8
0.15024,0.05692,0.3,5,8.8
0.15872,0.06202,0.3,5,8.8
0.16935,0.06586,0.3,5,8.8
0.18066,0.06782,0.3,5,8.8
0.19552,0.07197,0.3,5,8.8
0.20577,0.0746,0.3,5,8.8
0.2203,0.0763,0.3,5,8.8
0.23296,0.07071,0.3,5,8.8
0.2383,0.07931,0.3,5,8.8
0.25728,0.07291,0.3,5,8.8
0.26741,0.07521,0.3,5,8.8
0.28199,0.07294,0.3,5,8.8
0.27913,0.07584,0.3,5,8.8
0.31559,0.06789,0.3,5,8.8
0.32618,0.07826,0.3,5,8.8
0.36035,0.06716,0.3,5,8.8
0.31987,0.06416,0.3,5,8.8
0.35102,0.05193,0.3,5,8.8
0.37624,0.02236,0.3,5,8.8
0.33538,0.06421,0.3,5,8.8
0.36197,0.04192,0.3,5,8.8
0.40222,0.02296,0.3,5,8.8
0.37772,0.01205,0.3,5,8.8
0.38566,0.02023,0.3,5,8.8
0.04644,-0.00228,0.5,5,8.8
0.04653,-0.00227,0.5,5,8.8
0.04641,-0.0021,0.5,5,8.8
0.04644,-0.00236,0.5,5,8.8
0.04637,-0.0023,0.5,5,8.8
0.04629,-0.00208,0.5,5,8.8
0.04637,-0.00212,0.5,5,8.8
0.0464,-0.00214,0.5,5,8.8
0.04647,-0.00212,0.5,5,8.8
0.04634,-0.00225,0.5,5,8.8
0.04631,-0.00202,0.5,5,8.8
0.04878,-0.00677,0.5,5,8.8
0.05215,-0.00631,0.5,5,8.8
0.05419,-0.00413,0.5,5,8.8
0.05522,-0.00199,0.5,5,8.8
0.05575,-1.63E-04,0.5,5,8.8
0.05618,0.00136,0.5,5,8.8
0.05672,0.00269,0.5,5,8.8
0.05722,0.00388,0.5,5,8.8
0.05798,0.00486,0.5,5,8.8
0.05875,0.00592,0.5,5,8.8
0.05963,0.00698,0.5,5,8.8
0.06065,0.00818,0.5,5,8.8
0.0621,0.00925,0.5,5,8.8
0.06333,0.01031,0.5,5,8.8
0.06506,0.01129,0.5,5,8.8
0.06704,0.01227,0.5,5,8.8
0.06903,0.0131,0.5,5,8.8
0.07119,0.01394,0.5,5,8.8
0.07351,0.01489,0.5,5,8.8
0.07595,0.01557,0.5,5,8.8
0.07856,0.01605,0.5,5,8.8
0.08091,0.0163,0.5,5,8.8
0.08352,0.01658,0.5,5,8.8
0.08601,0.01679,0.5,5,8.8
0.08825,0.01738,0.5,5,8.8
0.09043,0.01778,0.5,5,8.8
0.09304,0.01863,0.5,5,8.8
0.09567,0.01963,0.5,5,8.8
0.09855,0.02081,0.5,5,8.8
0.10147,0.02197,0.5,5,8.8
0.10493,0.02348,0.5,5,8.8
0.10823,0.02517,0.5,5,8.8
0.11238,0.02751,0.5,5,8.8
0.11865,0.02874,0.5,5,8.8
0.12332,0.03118,0.5,5,8.8
0.12828,0.03402,0.5,5,8.8
0.13449,0.03722,0.5,5,8.8
0.14125,0.04035,0.5,5,8.8
0.14936,0.04338,0.5,5,8.8
0.15472,0.04651,0.5,5,8.8
0.16665,0.04892,0.5,5,8.8
0.17468,0.04995,0.5,5,8.8
0.18503,0.05113,0.5,5,8.8
0.19274,0.05118,0.5,5,8.8
0.20037,0.05043,0.5,5,8.8
0.20854,0.04821,0.5,5,8.8
0.21559,0.04672,0.5,5,8.8
0.22375,0.04616,0.5,5,8.8
0.22803,0.04075,0.5,5,8.8
0.2375,0.03956,0.5,5,8.8
0.24265,0.03732,0.5,5,8.8
0.25698,0.03508,0.5,5,8.8
0.26047,0.0349,0.5,5,8.8
0.26113,0.02986,0.5,5,8.8
0.26992,0.02862,0.5,5,8.8
0.27173,0.02635,0.5,5,8.8
0.27613,0.018,0.5,5,8.8
0.27996,0.00969,0.5,5,8.8
0.27763,0.00289,0.5,5,8.8
0.27564,0.00123,0.5,5,8.8
0.27307,-0.00352,0.5,5,8.8
0.10556,0.00445,0.7,5,8.8
0.1078,0.00494,0.7,5,8.8
0.1061,0.00519,0.7,5,8.8
0.10572,0.00466,0.7,5,8.8
0.10551,0.00481,0.7,5,8.8
0.10613,0.00435,0.7,5,8.8
0.10869,0.00526,0.7,5,8.8
0.10551,0.00481,0.7,5,8.8
0.10832,0.0052,0.7,5,8.8
0.10587,0.00486,0.7,5,8.8
0.10528,0.00478,0.7,5,8.8
0.1134,-0.01304,0.7,5,8.8
0.12513,-0.01472,0.7,5,8.8
0.13163,-0.00911,0.7,5,8.8
0.11534,-0.01121,0.7,5,8.8
0.11643,-0.01226,0.7,5,8.8
0.11492,0.01141,0.7,5,8.8
0.12966,0.00108,0.7,5,8.8
0.12425,0.00835,0.7,5,8.8
0.12311,0.00978,0.7,5,8.8
0.12684,0.00751,0.7,5,8.8
0.13482,0.00429,0.7,5,8.8
0.12973,0.00388,0.7,5,8.8
0.12699,0.0022,0.7,5,8.8
0.12675,-0.00105,0.7,5,8.8
0.14181,0.01055,0.7,5,8.8
0.14062,0.02482,0.7,5,8.8
0.14246,0.02277,0.7,5,8.8
0.1359,0.01609,0.7,5,8.8
0.14147,0.01712,0.7,5,8.8
0.14855,0.02114,0.7,5,8.8
0.14472,0.01492,0.7,5,8.8
0.14323,0.00895,0.7,5,8.8
0.15569,0.01655,0.7,5,8.8
0.14639,0.01715,0.7,5,8.8
0.15282,0.00917,0.7,5,8.8
0.15176,0.02081,0.7,5,8.8
0.16236,0.00966,0.7,5,8.8
0.16221,0.01854,0.7,5,8.8
0.17468,0.02489,0.7,5,8.8
0.1742,0.011,0.7,5,8.8
0.17441,0.01569,0.7,5,8.8
0.18772,0.03151,0.7,5,8.8
0.19368,0.03282,0.7,5,8.8
0.20125,0.03502,0.7,5,8.8
0.20738,0.0368,0.7,5,8.8
0.20618,0.02871,0.7,5,8.8
0.22374,0.04536,0.7,5,8.8
0.22337,0.04736,0.7,5,8.8
0.22297,0.04936,0.7,5,8.8
0.24009,0.04921,0.7,5,8.8
0.25735,0.06617,0.7,5,8.8
0.25735,0.06617,0.7,5,8.8
0.27388,0.08559,0.7,5,8.8
0.291,0.08559,0.7,5,8.8
0.30812,0.10271,0.7,5,8.8
0.32523,0.10271,0.7,5,8.8
0.30622,0.13734,0.7,5,8.8
0.3937,0.10271,0.7,5,8.8
0.40967,0.11605,0.7,5,8.8
