z_real,z_img,applied_voltage,sbh_weight_percent
0.12373,-5.68E-04,0.7,5
0.12404,9.37E-04,0.7,5
0.12461,0.00218,0.7,5
0.12531,0.00349,0.7,5
0.12617,0.00465,0.7,5
0.12688,0.00569,0.7,5
0.1279,0.0069,0.7,5
0.12926,0.00808,0.7,5
0.13016,0.00888,0.7,5
0.13113,0.01017,0.7,5
0.13308,0.01127,0.7,5
0.13436,0.01284,0.7,5
0.1358,0.01428,0.7,5
0.13768,0.01551,0.7,5
0.13977,0.0177,0.7,5
0.14211,0.01991,0.7,5
0.1448,0.02236,0.7,5
0.14851,0.02509,0.7,5
0.15251,0.02777,0.7,5
0.15801,0.03041,0.7,5
0.16304,0.03319,0.7,5
0.16711,0.03608,0.7,5
0.17646,0.0392,0.7,5
0.18554,0.04035,0.7,5
0.19128,0.04289,0.7,5
0.20438,0.04569,0.7,5
0.20686,0.05022,0.7,5
0.21436,0.05166,0.7,5
0.2239,0.05792,0.7,5
0.23943,0.05678,0.7,5
0.24595,0.05858,0.7,5
0.26088,0.05903,0.7,5
0.29051,0.05382,0.7,5
0.27178,0.05616,0.7,5
0.27863,0.05729,0.7,5
0.2864,0.05854,0.7,5
0.30321,0.05605,0.7,5
0.29727,0.05253,0.7,5
0.32154,0.04857,0.7,5
0.3086,0.05313,0.7,5
0.33653,0.04616,0.7,5
0.29885,0.05794,0.7,5
0.343,0.07113,0.7,5
0.35083,0.08715,0.7,5
0.3978,0.09351,0.7,5
0.38709,0.12888,0.7,5
0.34603,0.06241,0.7,5
0.46457,0.21079,0.7,5
0.16561,-0.0356,0.3,8
0.16555,-0.03168,0.3,8
0.16728,-0.02568,0.3,8
0.16839,-0.01952,0.3,8
0.16911,-0.01407,0.3,8
0.16956,-0.00943,0.3,8
0.17013,-0.00552,0.3,8
0.17083,-0.00223,0.3,8
0.17162,5.54E-04,0.3,8
0.17272,0.00303,0.3,8
0.17387,0.00528,0.3,8
0.17507,0.00716,0.3,8
0.17653,0.00919,0.3,8
0.17832,0.01081,0.3,8
0.18031,0.01242,0.3,8
0.18248,0.01409,0.3,8
0.18459,0.01544,0.3,8
0.18691,0.01696,0.3,8
0.18969,0.0183,0.3,8
0.19231,0.01995,0.3,8
0.19507,0.02176,0.3,8
0.19853,0.02344,0.3,8
0.20186,0.0252,0.3,8
0.20512,0.02686,0.3,8
0.20939,0.02885,0.3,8
0.21447,0.03095,0.3,8
0.22012,0.03256,0.3,8
0.22463,0.03474,0.3,8
0.22886,0.03707,0.3,8
0.2365,0.03824,0.3,8
0.24034,0.04046,0.3,8
0.24869,0.04086,0.3,8
0.25373,0.04449,0.3,8
0.26308,0.04714,0.3,8
0.27207,0.04618,0.3,8
0.2814,0.05532,0.3,8
0.2884,0.05675,0.3,8
0.29884,0.06243,0.3,8
0.30567,0.066,0.3,8
0.31892,0.06799,0.3,8
0.33207,0.07115,0.3,8
0.3537,0.07205,0.3,8
0.36504,0.07207,0.3,8
0.37083,0.06708,0.3,8
0.3896,0.08041,0.3,8
0.38212,0.08143,0.3,8
0.41539,0.07607,0.3,8
0.41956,0.05708,0.3,8
0.44318,0.07803,0.3,8
0.40801,0.03356,0.3,8
0.43853,0.04333,0.3,8
0.45908,0.05581,0.3,8
0.45881,0.04602,0.3,8
0.46798,0.04369,0.3,8
0.51667,0.05999,0.3,8
0.49772,0.05882,0.3,8
0.45624,0.0349,0.3,8
0.51111,0.01327,0.3,8
0.49585,0.03913,0.3,8
0.51172,0.01569,0.3,8
0.17796,-0.0346,0.5,8
0.17855,-0.03203,0.5,8
0.18115,-0.02625,0.5,8
0.18273,-0.01977,0.5,8
0.1837,-0.014,0.5,8
0.18427,-0.00903,0.5,8
0.18492,-0.00489,0.5,8
0.18569,-0.00134,0.5,8
0.18656,0.00159,0.5,8
0.18756,0.00428,0.5,8
0.18891,0.00665,0.5,8
0.1905,0.00907,0.5,8
0.19206,0.01128,0.5,8
0.19415,0.01325,0.5,8
0.1965,0.01525,0.5,8
0.19904,0.01716,0.5,8
0.20191,0.01902,0.5,8
0.20485,0.02088,0.5,8
0.20764,0.02269,0.5,8
0.21142,0.02445,0.5,8
0.21508,0.02609,0.5,8
0.21923,0.02796,0.5,8
0.2235,0.02976,0.5,8
0.22816,0.03109,0.5,8
0.23356,0.03316,0.5,8
0.23931,0.0344,0.5,8
0.24391,0.03548,0.5,8
0.25064,0.03739,0.5,8
0.25746,0.03757,0.5,8
0.26404,0.0381,0.5,8
0.27059,0.0394,0.5,8
0.27673,0.03888,0.5,8
0.28368,0.03749,0.5,8
0.29189,0.03629,0.5,8
0.30323,0.03403,0.5,8
0.3061,0.03452,0.5,8
0.30821,0.0337,0.5,8
0.31599,0.03089,0.5,8
0.31994,0.02943,0.5,8
0.32256,0.02848,0.5,8
0.33117,0.03003,0.5,8
0.33693,0.02861,0.5,8
0.34098,0.02222,0.5,8
0.34237,0.02463,0.5,8
0.35016,0.02426,0.5,8
0.34813,0.01955,0.5,8
0.34941,0.01879,0.5,8
0.36096,0.02022,0.5,8
0.34716,-0.00197,0.5,8
0.33445,0.00239,0.5,8
0.36172,0.01527,0.5,8
0.35549,0.00426,0.5,8
0.37202,-4.75E-04,0.5,8
0.35867,-0.00673,0.5,8
0.36393,0.01357,0.5,8
0.36468,0.01153,0.5,8
0.36189,-7.82E-04,0.5,8
0.36658,-0.00508,0.5,8
0.35385,-8.26E-04,0.5,8
0.36578,0.01061,0.5,8
0.20477,-0.02926,0.7,8
0.21109,-0.03397,0.7,8
0.21433,-0.02883,0.7,8
0.21813,-0.02137,0.7,8
0.22013,-0.01471,0.7,8
0.22091,-0.00927,0.7,8
0.22195,-0.00394,0.7,8
0.22293,-2.79E-04,0.7,8
0.22434,0.00306,0.7,8
0.22569,0.00568,0.7,8
0.22659,0.00859,0.7,8
0.22848,0.01097,0.7,8
0.23063,0.0131,0.7,8
0.23305,0.01548,0.7,8
0.23559,0.01758,0.7,8
0.23861,0.01968,0.7,8
0.2414,0.02192,0.7,8
0.24514,0.02395,0.7,8
0.249,0.02571,0.7,8
0.2535,0.02792,0.7,8
0.25792,0.02951,0.7,8
0.2631,0.03156,0.7,8
0.26893,0.03286,0.7,8
0.27434,0.03429,0.7,8
0.28046,0.03533,0.7,8
0.28728,0.03417,0.7,8
0.29258,0.03407,0.7,8
0.29883,0.03324,0.7,8
0.3044,0.03291,0.7,8
0.30896,0.03115,0.7,8
0.31382,0.03093,0.7,8
0.32079,0.02768,0.7,8
0.32471,0.02631,0.7,8
0.32906,0.02615,0.7,8
0.33527,0.0243,0.7,8
0.3387,0.0202,0.7,8
0.34237,0.01822,0.7,8
0.34638,0.01757,0.7,8
0.34493,0.01365,0.7,8
0.35013,0.01123,0.7,8
0.35012,0.01313,0.7,8
0.35143,0.01027,0.7,8
0.35378,0.00941,0.7,8
0.35057,0.00702,0.7,8
0.35612,0.00647,0.7,8
0.35559,9.89E-04,0.7,8
0.35362,0.0015,0.7,8
0.35496,0.00241,0.7,8
0.35764,-0.00451,0.7,8
0.34928,-0.00553,0.7,8
0.34826,-0.01451,0.7,8
0.35413,-0.01121,0.7,8
0.34651,-0.01111,0.7,8
0.34989,-0.01544,0.7,8
0.34506,-0.01288,0.7,8
0.33467,-0.0101,0.7,8
0.34477,-0.01257,0.7,8
0.33931,-0.01689,0.7,8
0.33714,-0.01349,0.7,8
0.33828,-0.01483,0.7,8
